image_path,classification,metaclass
acrochordon/ISIC_0021476.png,acrochordon,OTHER
acrochordon/ISIC_0021540.png,acrochordon,OTHER
acrochordon/ISIC_0021609.png,acrochordon,OTHER
acrochordon/ISIC_0021610.png,acrochordon,OTHER
acrochordon/ISIC_0021612.png,acrochordon,OTHER
acrochordon/ISIC_0021619.png,acrochordon,OTHER
acrochordon/ISIC_0021620.png,acrochordon,OTHER
acrochordon/ISIC_0021621.png,acrochordon,OTHER
acrochordon/ISIC_0021626.png,acrochordon,OTHER
acrochordon/ISIC_0021628.png,acrochordon,OTHER
acrochordon/ISIC_0021629.png,acrochordon,OTHER
acrochordon/ISIC_0021630.png,acrochordon,OTHER
acrochordon/ISIC_0021656.png,acrochordon,OTHER
acrochordon/ISIC_0021657.png,acrochordon,OTHER
acrochordon/ISIC_0021666.png,acrochordon,OTHER
acrochordon/ISIC_0021667.png,acrochordon,OTHER
acrochordon/ISIC_0021668.png,acrochordon,OTHER
acrochordon/ISIC_0021793.png,acrochordon,OTHER
acrochordon/ISIC_0021794.png,acrochordon,OTHER
acrochordon/ISIC_0021795.png,acrochordon,OTHER
acrochordon/ISIC_0021866.png,acrochordon,OTHER
acrochordon/ISIC_0021868.png,acrochordon,OTHER
acrochordon/ISIC_0021869.png,acrochordon,OTHER
acrochordon/ISIC_0021895.png,acrochordon,OTHER
acrochordon/ISIC_0022026.png,acrochordon,OTHER
acrochordon/ISIC_0022030.png,acrochordon,OTHER
acrochordon/ISIC_0022031.png,acrochordon,OTHER
acrochordon/ISIC_0022032.png,acrochordon,OTHER
acrochordon/ISIC_0022033.png,acrochordon,OTHER
acrochordon/ISIC_0022034.png,acrochordon,OTHER
acrochordon/ISIC_0022036.png,acrochordon,OTHER
acrochordon/ISIC_0022037.png,acrochordon,OTHER
acrochordon/ISIC_0022038.png,acrochordon,OTHER
acrochordon/ISIC_0022054.png,acrochordon,OTHER
acrochordon/ISIC_0022055.png,acrochordon,OTHER
acrochordon/ISIC_0022056.png,acrochordon,OTHER
acrochordon/ISIC_0022057.png,acrochordon,OTHER
acrochordon/ISIC_0022058.png,acrochordon,OTHER
acrochordon/ISIC_0022060.png,acrochordon,OTHER
acrochordon/ISIC_0022061.png,acrochordon,OTHER
acrochordon/ISIC_0022062.png,acrochordon,OTHER
acrochordon/ISIC_0022063.png,acrochordon,OTHER
acrochordon/ISIC_0022064.png,acrochordon,OTHER
acrochordon/ISIC_0022065.png,acrochordon,OTHER
acrochordon/ISIC_0022072.png,acrochordon,OTHER
acrochordon/ISIC_0022084.png,acrochordon,OTHER
acrochordon/ISIC_0021219.png,acrochordon,OTHER
acrochordon/ISIC_0021362.png,acrochordon,OTHER
acrochordon/ISIC_0021461.png,acrochordon,OTHER
acrochordon/ISIC_0021658.png,acrochordon,OTHER
acrochordon/ISIC_0022035.png,acrochordon,OTHER
acrochordon/ISIC_0022091.png,acrochordon,OTHER
acrochordon/ISIC_0022403.png,acrochordon,OTHER
acrochordon/ISIC_0022569.png,acrochordon,OTHER
acrochordon/ISIC_0022988.png,acrochordon,OTHER
acrochordon/ISIC_0023352.png,acrochordon,OTHER
acrochordon/ISIC_0023415.png,acrochordon,OTHER
acrochordon/ISIC_0023437.png,acrochordon,OTHER
acrochordon/ISIC_0023456.png,acrochordon,OTHER
acrochordon/ISIC_0023662.png,acrochordon,OTHER
acrochordon/ISIC_0023749.png,acrochordon,OTHER
acrochordon/ISIC_0023963.png,acrochordon,OTHER
acrochordon/ISIC_0022098.png,acrochordon,OTHER
acrochordon/ISIC_0022099.png,acrochordon,OTHER
acrochordon/ISIC_0022100.png,acrochordon,OTHER
acrochordon/ISIC_0022101.png,acrochordon,OTHER
acrochordon/ISIC_0022262.png,acrochordon,OTHER
acrochordon/ISIC_0022263.png,acrochordon,OTHER
acrochordon/ISIC_0022265.png,acrochordon,OTHER
acrochordon/ISIC_0022279.png,acrochordon,OTHER
acrochordon/ISIC_0022280.png,acrochordon,OTHER
acrochordon/ISIC_0022281.png,acrochordon,OTHER
acrochordon/ISIC_0022287.png,acrochordon,OTHER
acrochordon/ISIC_0022298.png,acrochordon,OTHER
acrochordon/ISIC_0022309.png,acrochordon,OTHER
acrochordon/ISIC_0022341.png,acrochordon,OTHER
acrochordon/ISIC_0022400.png,acrochordon,OTHER
acrochordon/ISIC_0022401.png,acrochordon,OTHER
acrochordon/ISIC_0022404.png,acrochordon,OTHER
acrochordon/ISIC_0022426.png,acrochordon,OTHER
acrochordon/ISIC_0022427.png,acrochordon,OTHER
acrochordon/ISIC_0022428.png,acrochordon,OTHER
acrochordon/ISIC_0022506.png,acrochordon,OTHER
acrochordon/ISIC_0022508.png,acrochordon,OTHER
acrochordon/ISIC_0022509.png,acrochordon,OTHER
acrochordon/ISIC_0022510.png,acrochordon,OTHER
acrochordon/ISIC_0022511.png,acrochordon,OTHER
acrochordon/ISIC_0022512.png,acrochordon,OTHER
acrochordon/ISIC_0022513.png,acrochordon,OTHER
acrochordon/ISIC_0022514.png,acrochordon,OTHER
acrochordon/ISIC_0022515.png,acrochordon,OTHER
acrochordon/ISIC_0022516.png,acrochordon,OTHER
acrochordon/ISIC_0022517.png,acrochordon,OTHER
acrochordon/ISIC_0022519.png,acrochordon,OTHER
acrochordon/ISIC_0022576.png,acrochordon,OTHER
acrochordon/ISIC_0022587.png,acrochordon,OTHER
acrochordon/ISIC_0022595.png,acrochordon,OTHER
acrochordon/ISIC_0022645.png,acrochordon,OTHER
acrochordon/ISIC_0022647.png,acrochordon,OTHER
acrochordon/ISIC_0022648.png,acrochordon,OTHER
acrochordon/ISIC_0022664.png,acrochordon,OTHER
acrochordon/ISIC_0022665.png,acrochordon,OTHER
acrochordon/ISIC_0022666.png,acrochordon,OTHER
acrochordon/ISIC_0022667.png,acrochordon,OTHER
acrochordon/ISIC_0022669.png,acrochordon,OTHER
acrochordon/ISIC_0022670.png,acrochordon,OTHER
acrochordon/ISIC_0022760.png,acrochordon,OTHER
acrochordon/ISIC_0022771.png,acrochordon,OTHER
acrochordon/ISIC_0022784.png,acrochordon,OTHER
acrochordon/ISIC_0022987.png,acrochordon,OTHER
acrochordon/ISIC_0023123.png,acrochordon,OTHER
acrochordon/ISIC_0023239.png,acrochordon,OTHER
acrochordon/ISIC_0023240.png,acrochordon,OTHER
acrochordon/ISIC_0023244.png,acrochordon,OTHER
acrochordon/ISIC_0023245.png,acrochordon,OTHER
acrochordon/ISIC_0023319.png,acrochordon,OTHER
acrochordon/ISIC_0023330.png,acrochordon,OTHER
acrochordon/ISIC_0023333.png,acrochordon,OTHER
acrochordon/ISIC_0023334.png,acrochordon,OTHER
acrochordon/ISIC_0023335.png,acrochordon,OTHER
acrochordon/ISIC_0023336.png,acrochordon,OTHER
acrochordon/ISIC_0023337.png,acrochordon,OTHER
acrochordon/ISIC_0023338.png,acrochordon,OTHER
acrochordon/ISIC_0023339.png,acrochordon,OTHER
acrochordon/ISIC_0023340.png,acrochordon,OTHER
acrochordon/ISIC_0023341.png,acrochordon,OTHER
acrochordon/ISIC_0023391.png,acrochordon,OTHER
acrochordon/ISIC_0023392.png,acrochordon,OTHER
acrochordon/ISIC_0023400.png,acrochordon,OTHER
acrochordon/ISIC_0023401.png,acrochordon,OTHER
acrochordon/ISIC_0023402.png,acrochordon,OTHER
acrochordon/ISIC_0023403.png,acrochordon,OTHER
acrochordon/ISIC_0023404.png,acrochordon,OTHER
acrochordon/ISIC_0023406.png,acrochordon,OTHER
acrochordon/ISIC_0023407.png,acrochordon,OTHER
acrochordon/ISIC_0023408.png,acrochordon,OTHER
acrochordon/ISIC_0023409.png,acrochordon,OTHER
acrochordon/ISIC_0023410.png,acrochordon,OTHER
acrochordon/ISIC_0023411.png,acrochordon,OTHER
acrochordon/ISIC_0023412.png,acrochordon,OTHER
acrochordon/ISIC_0023413.png,acrochordon,OTHER
acrochordon/ISIC_0023414.png,acrochordon,OTHER
acrochordon/ISIC_0023417.png,acrochordon,OTHER
acrochordon/ISIC_0023418.png,acrochordon,OTHER
acrochordon/ISIC_0023419.png,acrochordon,OTHER
acrochordon/ISIC_0023420.png,acrochordon,OTHER
acrochordon/ISIC_0023421.png,acrochordon,OTHER
acrochordon/ISIC_0023422.png,acrochordon,OTHER
acrochordon/ISIC_0023423.png,acrochordon,OTHER
acrochordon/ISIC_0023424.png,acrochordon,OTHER
acrochordon/ISIC_0023425.png,acrochordon,OTHER
acrochordon/ISIC_0023426.png,acrochordon,OTHER
acrochordon/ISIC_0023428.png,acrochordon,OTHER
acrochordon/ISIC_0023429.png,acrochordon,OTHER
acrochordon/ISIC_0023430.png,acrochordon,OTHER
acrochordon/ISIC_0023434.png,acrochordon,OTHER
acrochordon/ISIC_0023435.png,acrochordon,OTHER
acrochordon/ISIC_0023436.png,acrochordon,OTHER
acrochordon/ISIC_0023439.png,acrochordon,OTHER
acrochordon/ISIC_0023440.png,acrochordon,OTHER
acrochordon/ISIC_0023441.png,acrochordon,OTHER
acrochordon/ISIC_0023442.png,acrochordon,OTHER
acrochordon/ISIC_0023443.png,acrochordon,OTHER
acrochordon/ISIC_0023444.png,acrochordon,OTHER
acrochordon/ISIC_0023445.png,acrochordon,OTHER
acrochordon/ISIC_0023446.png,acrochordon,OTHER
acrochordon/ISIC_0023447.png,acrochordon,OTHER
acrochordon/ISIC_0023448.png,acrochordon,OTHER
acrochordon/ISIC_0023450.png,acrochordon,OTHER
acrochordon/ISIC_0023451.png,acrochordon,OTHER
acrochordon/ISIC_0023452.png,acrochordon,OTHER
acrochordon/ISIC_0023453.png,acrochordon,OTHER
acrochordon/ISIC_0023454.png,acrochordon,OTHER
acrochordon/ISIC_0023455.png,acrochordon,OTHER
acrochordon/ISIC_0023544.png,acrochordon,OTHER
acrochordon/ISIC_0023546.png,acrochordon,OTHER
acrochordon/ISIC_0023576.png,acrochordon,OTHER
acrochordon/ISIC_0023592.png,acrochordon,OTHER
acrochordon/ISIC_0023593.png,acrochordon,OTHER
acrochordon/ISIC_0023598.png,acrochordon,OTHER
acrochordon/ISIC_0023599.png,acrochordon,OTHER
acrochordon/ISIC_0023600.png,acrochordon,OTHER
acrochordon/ISIC_0023601.png,acrochordon,OTHER
acrochordon/ISIC_0023603.png,acrochordon,OTHER
acrochordon/ISIC_0023614.png,acrochordon,OTHER
acrochordon/ISIC_0023615.png,acrochordon,OTHER
acrochordon/ISIC_0023616.png,acrochordon,OTHER
acrochordon/ISIC_0023659.png,acrochordon,OTHER
acrochordon/ISIC_0023660.png,acrochordon,OTHER
acrochordon/ISIC_0023661.png,acrochordon,OTHER
acrochordon/ISIC_0023663.png,acrochordon,OTHER
acrochordon/ISIC_0023665.png,acrochordon,OTHER
acrochordon/ISIC_0023666.png,acrochordon,OTHER
acrochordon/ISIC_0023667.png,acrochordon,OTHER
acrochordon/ISIC_0023668.png,acrochordon,OTHER
acrochordon/ISIC_0023725.png,acrochordon,OTHER
acrochordon/ISIC_0023726.png,acrochordon,OTHER
acrochordon/ISIC_0023727.png,acrochordon,OTHER
acrochordon/ISIC_0023730.png,acrochordon,OTHER
acrochordon/ISIC_0023732.png,acrochordon,OTHER
acrochordon/ISIC_0023733.png,acrochordon,OTHER
acrochordon/ISIC_0023734.png,acrochordon,OTHER
acrochordon/ISIC_0023741.png,acrochordon,OTHER
acrochordon/ISIC_0023742.png,acrochordon,OTHER
acrochordon/ISIC_0023743.png,acrochordon,OTHER
acrochordon/ISIC_0023748.png,acrochordon,OTHER
acrochordon/ISIC_0023750.png,acrochordon,OTHER
acrochordon/ISIC_0023754.png,acrochordon,OTHER
acrochordon/ISIC_0023756.png,acrochordon,OTHER
acrochordon/ISIC_0023757.png,acrochordon,OTHER
acrochordon/ISIC_0023819.png,acrochordon,OTHER
acrochordon/ISIC_0023820.png,acrochordon,OTHER
acrochordon/ISIC_0023822.png,acrochordon,OTHER
acrochordon/ISIC_0023943.png,acrochordon,OTHER
acrochordon/ISIC_0023944.png,acrochordon,OTHER
acrochordon/ISIC_0023945.png,acrochordon,OTHER
acrochordon/ISIC_0023956.png,acrochordon,OTHER
acrochordon/ISIC_0023958.png,acrochordon,OTHER
acrochordon/ISIC_0023959.png,acrochordon,OTHER
acrochordon/ISIC_0023960.png,acrochordon,OTHER
acrochordon/ISIC_0023961.png,acrochordon,OTHER
acrochordon/ISIC_0023962.png,acrochordon,OTHER
acrochordon/ISIC_0023964.png,acrochordon,OTHER
acrochordon/ISIC_0023968.png,acrochordon,OTHER
acrochordon/ISIC_0023969.png,acrochordon,OTHER
acrochordon/ISIC_0023970.png,acrochordon,OTHER
acrochordon/ISIC_0023975.png,acrochordon,OTHER
acrochordon/ISIC_0023983.png,acrochordon,OTHER
acrochordon/ISIC_0023994.png,acrochordon,OTHER
acrochordon/ISIC_0024022.png,acrochordon,OTHER
acrochordon/ISIC_0024023.png,acrochordon,OTHER
acrochordon/ISIC_0024024.png,acrochordon,OTHER
acrochordon/ISIC_0024045.png,acrochordon,OTHER
acrochordon/ISIC_0024046.png,acrochordon,OTHER
acrochordon/ISIC_0024047.png,acrochordon,OTHER
acrochordon/ISIC_0024088.png,acrochordon,OTHER
acrochordon/ISIC_0024089.png,acrochordon,OTHER
acrochordon/ISIC_0024090.png,acrochordon,OTHER
acrochordon/ISIC_0024133.png,acrochordon,OTHER
acrochordon/ISIC_0024142.png,acrochordon,OTHER
acrochordon/ISIC_0024152.png,acrochordon,OTHER
acrochordon/ISIC_0024166.png,acrochordon,OTHER
acrochordon/ISIC_0024167.png,acrochordon,OTHER
acrochordon/ISIC_0024169.png,acrochordon,OTHER
acrochordon/ISIC_0024170.png,acrochordon,OTHER
acrochordon/ISIC_0024171.png,acrochordon,OTHER
acrochordon/ISIC_0024172.png,acrochordon,OTHER
acrochordon/ISIC_4312375.png,acrochordon,OTHER
acrochordon/ISIC_6833519.png,acrochordon,OTHER
acrochordon/ISIC_7451283.png,acrochordon,OTHER
acrochordon/ISIC_9552204.png,acrochordon,OTHER
actinic_keratosis/ISIC_0022969.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0054432.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0062036.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0010512.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0010889.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012093.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012104.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012106.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012114.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012115.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012119.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012124.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012131.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012132.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012138.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012153.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012166.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012174.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012176.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012188.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012190.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012195.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012198.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012218.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012239.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012262.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012267.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012280.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012289.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012295.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012308.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012310.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012312.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012317.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012319.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012347.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012350.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012352.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012355.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012365.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012366.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012403.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012404.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012410.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012438.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012439.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012441.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012462.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012463.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012470.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012477.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012490.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012491.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012515.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012525.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012541.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012542.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012717.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012747.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012755.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012766.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012771.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012778.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012779.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012783.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012797.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012798.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012815.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012838.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012860.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012867.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012882.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012938.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012942.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012958.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012975.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012993.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013057.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013148.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013218.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013255.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013264.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013272.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012184.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012340.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012485.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0012799.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013276.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013564.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013905.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0014271.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0014865.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0021243.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0021538.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0021749.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0022239.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0022297.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0022505.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013300.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013351.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013358.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013362.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013372.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013373.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013396.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013408.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013419.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013441.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013451.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013506.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013514.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013531.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013546.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013547.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013589.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013605.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013612.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013616.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013640.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013660.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013774.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013779.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013781.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013825.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013859.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013869.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013870.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013881.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013900.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013902.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013909.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013914.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013963.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013974.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013978.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013979.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013990.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0013991.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0014056.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0014064.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0014116.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0014126.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0014137.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0014141.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0014167.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0014234.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0014282.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0014298.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0014388.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0014437.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0014482.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0014494.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0014495.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0014496.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0014509.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0014521.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0014533.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0014555.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0014556.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0014686.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0014706.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0014842.png,actinic_keratosis,OTHER
actinic_keratosis/ISIC_0015151.png,actinic_keratosis,OTHER
